cid,class,num_points_sdssu,num_points_sdssg,num_points_sdssr,num_points_sdssi,num_points_sdssz,fit_z,z,t0,x0,x1,c,z_err,t0_err,x0_err,x1_err,c_err,chi,dof,message
896,Unknown,0,20,20,20,20,0,0.423446,53656.01202276827,3.7942050780881533e-06,17.71037683126985,-0.4147740049477929,nan,0.2931534109484346,4.706015544593365e-07,2.8880956696972446,0.01984913636447772,789.0061009101864,76,Minimization exited successfully.
904,zSNIa,21,21,21,20,21,0,0.383892,53621.73910955291,1.0168708417317353e-05,0.4856710532185172,-0.27220122728404095,nan,1.1638906902371673,5.336617799802509e-07,0.30316484498220425,0.02824496383137258,77.9857614459018,100,Minimization exited successfully.
907,Unknown,0,23,22,23,24,0,0.105466,53643.04692273542,1.149259319704118e-05,6.7139727170264765,1.0062893139999927,nan,3.419881613808684e-05,5.710875713733558e-07,0.27389842882433607,0.03878432346975538,1737.9327635331829,64,Minimization exited successfully.
910,Unknown,18,20,20,20,20,0,0.147747,53615.86584824337,2.2452948009103786e-05,0.4520003942514285,0.3963950033242836,nan,0.0012634054801310413,9.824223438014638e-07,0.39066056872479865,0.03465208888496063,273.33256034343685,74,Covariance may not be accurate.
911,zSNIa,23,23,22,21,23,0,0.206325,53621.79334622576,1.3262353618754598e-05,-0.5891242650649339,0.255654890539133,nan,0.71338408180236,8.253577172885448e-07,0.6924673757592783,0.05039502882837494,87.75452596610202,85,Minimization exited successfully.
921,zSNII,42,46,46,45,45,0,0.125781,53629.749467949216,1.8497509951465078e-06,7.125102660491507,1.2958600269235905,nan,0.8626660245827225,2.2804836155099148e-07,0.8729468661468277,0.09271271156713011,220.96503113352622,175,Minimization exited successfully.
930,zSNII,35,36,36,36,36,0,0.288698,53672.099375587546,8.881844539419553e-06,20.77428155425014,-0.0855610139931778,nan,0.2003043465265364,3.227862890678377e-07,1.3492112419287396,0.013486917356696186,2523.138450971617,175,Minimization exited successfully.
932,zSNIa,21,23,23,23,22,0,0.390036,53618.78893596505,8.12957072485314e-06,3.6359291333912442,0.04996874732621329,nan,1.6856677858340845,8.235546418914672e-07,1.3774945190991803,0.06107997409201629,132.10284854243434,108,Minimization exited successfully.
938,Unknown,0,21,22,23,22,0,0.760567,53721.63193013231,6.994524458365494e-06,0.6582386750356763,-0.47520643584368677,nan,0.4632321735007281,1.3459284237119786e-06,0.03632386995248384,0.03955106725986115,940.3432076753364,84,Minimization exited successfully.
979,Unknown,19,20,21,20,19,0,0.291144,53619.136268105976,9.43600542353429e-06,-0.3335582837747192,0.1929019326806076,nan,2.3842144229929545,7.437148294461709e-07,1.6309835664503625,0.07477814809558758,105.270292113999,95,Minimization exited successfully.
983,zSNII,19,20,20,18,21,0,0.067238,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"result is NaN
User function arguments:
     z = +0.067238
    t0 = +53712.426499
    x0 = -25657246.841374
    x1 = +0.791836
     c = -229.043132
"
986,zSNIa,17,19,18,19,20,0,0.279009,53619.293045254795,1.0775160593148283e-05,0.06559675683833953,0.040810720798509864,nan,1.6351098157792876,6.183525172290902e-07,1.0326236275075478,0.05263230761621715,70.65198655613034,89,Minimization exited successfully.
1000,Unknown,22,22,21,22,22,0,0.128293,53611.90718030758,4.5198294754569524e-05,-1.8057743366289198,0.008629486588144487,nan,0.0010595585117698647,1.275347682090849e-06,0.21180638367838553,0.026041344763697544,217.36093808281248,83,Covariance may not be accurate.
1008,zSNIa,21,22,23,22,22,0,0.225039,53623.23344284492,2.6290898275438872e-05,0.33280057797687845,-0.012535133857910202,nan,0.4431046104582492,1.0607494151282798e-06,0.4429478755491199,0.03325761743337292,149.41577489337988,106,Minimization exited successfully.
1027,zSNII,17,22,22,22,23,0,0.185416,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
1031,Unknown,42,46,45,47,46,0,0.114804,53609.73188916635,1.4355092274420934e-05,-0.2498407986283272,0.7673462485942587,nan,0.0006156000163173303,9.296301440476765e-07,0.32016151280046845,0.046099179546505234,496.66837077821623,176,Minimization exited successfully.
1032,SNIa,21,22,22,20,20,0,0.129033,53626.50525794495,3.7680442441139415e-05,-2.656716950778564,0.11062580152694924,nan,0.15037248332373565,9.58730988839712e-07,0.16387995058560298,0.02378305421875053,145.9738776440264,81,Minimization exited successfully.
1041,Unknown,22,23,23,23,22,0,0.065187,53596.0363281805,9.051842785597323e-05,-0.4143868609648234,0.3281748969748569,nan,1.1008849380814354,6.763656539492032e-06,0.28788940941743646,0.042255082991219266,828.259501747168,87,Minimization exited successfully.
1112,SNIa,19,20,19,20,20,0,0.256085,53630.11153018526,1.3854731355282267e-05,-0.6256539638477009,0.009717841519582897,nan,0.6517589840914297,6.530481843102625e-07,0.6465661662904549,0.04104157459668052,77.38850755537283,94,Minimization exited successfully.
1113,zSNII,20,20,20,19,20,0,0.055632,53634.43395518294,4.9554234706932424e-05,7.479026947769227,0.488003788983438,nan,1.243775841430761e-05,7.898135114546949e-07,0.18563228695185216,0.010802977193894012,3556.367040271902,75,Minimization exited successfully.
1114,SNII,16,17,19,19,17,0,0.025223,53670.59252871417,0.00015264292229856202,1.6000887018942118,0.9191209974876069,nan,0.0813100356135692,1.0593571983515722e-06,0.04108165958985771,0.00503539750425431,100793.49103396031,67,Minimization exited successfully.
1119,SNIa,17,16,16,17,17,0,0.296391,53623.03474891825,1.2546279137596985e-05,1.026589792844494,-0.07563664310895418,nan,3.521176693499001,8.253170963794127e-07,1.5573013560615483,0.049302176051490815,55.47558256193117,79,Minimization exited successfully.
1126,Unknown,16,17,16,17,17,0,0.113914,53613.442092086625,3.3750487067092564e-05,-2.7786517438499625,0.3059761914940064,nan,0.0008457770054519642,2.8200637163039772e-06,0.4860783562411315,0.05794047305246455,136.9037515695528,62,Covariance may not be accurate.
1127,Unknown,17,17,18,17,17,0,0.076085,53648.075785866655,7.355075007110599e-06,1.763033823367505,1.6477434301781793,nan,0.26370425800269004,8.092151111487381e-07,0.21167569973940104,0.07380550042260672,1859.377610147901,65,Minimization exited successfully.
1131,zSNII,17,17,17,17,18,0,0.172432,53636.22259043331,4.57234789380685e-06,9.4592038642962,0.33238559672970763,nan,1.2519190929961042,6.145217903591032e-07,2.264586180060669,0.07933086602243727,93.8438200509006,64,Minimization exited successfully.
1150,zSNII,0,19,19,19,19,0,0.456315,53687.52764564244,3.050477682864862e-06,9.619664738660738,-0.16948125601304054,nan,1.235695094368566,6.853797873506867e-07,4.220217890306135,0.05279990327798656,154.55047166774924,72,Minimization exited successfully.
1151,Unknown,16,16,16,16,16,0,0.361362,53619.06883960485,1.3716566702855153e-05,0.13851054133079777,-0.1541626517405503,nan,3.912240134726744,2.236124937678292e-06,0.6889354099069119,0.08895400457383885,77.65117378496001,76,Minimization exited successfully.
1153,Unknown,14,16,16,16,16,0,0.338423,53630.856279779335,7.832459608095484e-06,5.721988288527807,0.4160079186056881,nan,2.256362152769725,6.57065461258833e-07,1.5350987026672105,0.06697032875692753,88.22901751633052,74,Minimization exited successfully.
1158,zSNIa,0,15,15,15,16,0,0.410115,53627.79958063683,8.173083452269495e-06,-4.319797773663483,-0.001074130294359575,nan,1.0882648617734958,6.609241215539414e-07,1.135061456020132,0.10117134353288276,34.2845222406504,57,Minimization exited successfully.
1166,SNIa,16,17,17,17,17,0,0.380494,53631.23510460451,9.361614217175164e-06,1.6529336945526032,-0.008478177346952408,nan,0.01069290940722567,6.159450057940859e-07,1.0203240785933716,0.05542032965191313,52.71219053472933,80,Minimization exited successfully.
1170,Unknown,17,17,17,16,17,0,0.32846,53609.9175774863,6.097269453478585e-06,10.798353796126504,0.3031512294855718,nan,0.0002452517219353467,1.9794386703792733e-06,6.160615850534202,0.11218285027125122,100.78400000375836,80,Minimization exited successfully.
1172,Unknown,15,16,16,16,15,0,-5.7e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
1174,Unknown,0,0,0,0,17,0,2.382896,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
1176,zSNII,0,17,17,17,17,0,0.70546,53681.4268485893,6.041096246292634e-06,1.346500351342333,-0.330230665324223,nan,0.6493453168113774,3.5220798667159517e-07,0.37436792018636217,0.015757070735258345,461.4392910899157,64,Minimization exited successfully.
1181,Unknown,0,17,17,16,18,0,0.602537,53677.52124918446,4.09469250510088e-06,8.527279377664648,-0.3128834806371245,nan,0.3617619117612776,3.852090817646649e-07,2.3984991959373825,0.02334243379918804,522.9710786197733,64,Minimization exited successfully.
1184,zSNII,0,17,17,16,17,0,0.548751,53679.7072064036,3.74136689134828e-06,10.337339924682189,-0.35863988334375124,nan,0.3602764198658406,4.151261009281213e-07,2.4545117768796354,0.01954520306059904,452.9640382324718,63,Minimization exited successfully.
1196,zSNII,17,18,17,17,18,0,0.368957,53724.70910931426,1.6447258634458478e-07,1220.4456785113514,-0.24507082257943796,nan,0.17150354278783198,1.6438731131913482e-07,1221.7288316422132,0.040582318165075904,3358.446909555098,83,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
1198,zSNII,17,17,16,17,16,0,0.118439,53635.97028410314,4.0074544917310914e-06,6.075755076407405,1.2323445142660863,nan,0.7077815891752834,4.838936667431499e-07,0.5792347183965695,0.08178790870605789,236.38250204997013,63,Minimization exited successfully.
1209,Unknown,20,23,21,21,21,0,0.241036,53619.326642162785,2.0703703329531335e-05,0.5034660756979101,0.024707628402361397,nan,112.92948553807946,1.0000010000514725,1.094383677813103,1.0004627860130768,93.11262079916432,102,Covariance may not be accurate.
1214,zSNIa,23,23,24,23,24,0,0.263798,53611.99864440574,1.642799528169802e-05,0.5963486948121101,-0.5309391737964352,nan,0.6469044145414955,9.976065856803274e-07,0.17616614261616675,0.02602051344881726,118.41587705682447,113,Minimization exited successfully.
1223,Unknown,0,0,20,18,2,0,1.276657,53666.5024961698,5.131760158892893e-06,1.1710648823749117,-0.3526546877535164,nan,0.872836109061609,6.522898660746952e-07,0.24008053000375626,0.029337340069281643,309.2877080193348,36,Minimization exited successfully.
1241,SNIa,20,20,20,20,20,0,0.088477,53635.307678310506,0.00011889739309683238,-0.5268746292408362,0.1090376700255885,nan,0.06189071994958795,1.3732934282778115e-06,0.06721880889669637,0.00857579386808291,481.3905264237426,76,Minimization exited successfully.
1243,Unknown,19,18,19,18,19,0,0.196967,53616.39938250527,1.2038076041245975e-05,2.290017953488977,0.23076788203726512,nan,0.01580388642832986,1.2505740007241328e-06,1.1988343313788299,0.08286532540334345,90.98285429525359,70,Minimization exited successfully.
1248,Unknown,0,17,16,16,16,0,0.781457,53652.560354725,9.600374251295798e-06,0.7041176115878642,-0.4245484055368485,nan,0.3230828273954103,4.4077530600831847e-07,0.025377518137300797,0.008115807295339821,554.8702668427933,61,Minimization exited successfully.
1251,zSNII,22,23,22,21,23,0,0.178299,53642.346060605436,5.210670474504957e-06,12.244939660054323,0.5092415064076565,nan,0.6306327827296627,4.252264096283602e-07,1.7731894196868436,0.07075171315368559,277.9785679879472,84,Minimization exited successfully.
1253,SNIa,16,16,15,17,17,0,0.261657,53634.373823285685,1.7940121408516207e-05,-0.894197629597632,-0.07006210932610421,nan,0.40784991678447113,6.662063914812257e-07,0.4346902980230866,0.0320472194010564,61.01187820313111,77,Minimization exited successfully.
1277,Unknown,17,17,17,18,18,0,0.143396,53599.78056110164,2.445661424126902e-05,-0.4552825781090061,0.2743499477826308,nan,7.446624762913416,8.054058447361664e-06,1.7746535942420345,0.17135215023571507,179.28582191611912,65,Minimization exited successfully.
1281,Unknown,18,16,18,17,18,0,0.289319,53671.036328639006,1.3715532502042517e-05,9.641866368353046,0.3273414041754784,nan,0.42562451139383484,4.0037626626925547e-07,0.7803627909785646,0.021087473805389192,2394.573960718717,83,Minimization exited successfully.
1293,Unknown,0,0,19,18,20,0,0.979868,53744.544314930325,-0.039367095261508014,-1.7475803919664283,0.1994320980600682,nan,0.32181680759822484,0.06671449984789417,1.4849378726829514,0.7067801667631588,816.1722137201758,53,Minimization exited successfully.
1298,Unknown,38,37,37,37,37,0,0.225088,53607.89035018215,2.967660906554729e-05,-0.5452584908071014,-0.1290010219226456,nan,2.2263410376690445,1.005036831850653,1.1379277226731606,0.9999932946615487,602.6422527062441,182,Covariance may not be accurate.
1311,Unknown,15,19,19,18,18,0,0.260328,53619.50903247716,7.3287500069086675e-06,-3.302070890318385,-0.15908089150062088,nan,1.7012785514889401,8.837167101052152e-07,1.3805897264204523,0.0775034148654349,213.84655009589045,85,Minimization exited successfully.
1316,SNIa,19,20,19,19,19,0,0.215653,53620.42387119257,2.3005301197509954e-05,0.22530552374589705,-0.026441394374067322,nan,0.0023846813310228754,6.839105673491028e-07,0.5037674866838145,0.02875995539020152,120.75998962812884,92,Covariance may not be accurate.
1329,Unknown,20,19,20,20,20,0,0.087806,53601.18702366986,3.1648739007505756e-05,-1.8065762889171524,0.49026328447446366,nan,2.2703604591151816,6.4734372842042585e-06,0.6404742880608018,0.13056167247109784,420.09761646223774,75,Minimization exited successfully.
1351,Unknown,18,17,18,18,17,0,0.174548,53615.503437345855,2.2833027422977178e-05,-1.275092833669314,0.15402160701505324,nan,0.002810969923302764,1.700668021141534e-06,0.6531346623848582,0.05732173470981019,97.53758918061732,67,Minimization exited successfully.
1354,zSNIa,19,19,19,19,19,0,0.247914,53622.476693943645,9.24643472794826e-06,-0.7092225477104818,0.1853471913233763,nan,2.592166438647837,8.698786559887052e-07,1.1793268205480618,0.0758106789814349,79.96432949349733,91,Minimization exited successfully.
1364,zSNII,17,16,17,16,17,0,0.217423,53632.646615338286,1.297228101082582e-05,6.419068319126589,0.011097516999503324,nan,1.0510229451938358,7.646823760150002e-07,1.0427044013913311,0.03729520957305278,158.85730958226574,79,Minimization exited successfully.
1371,SNIa,20,20,20,19,19,0,0.117969,53633.25083700117,0.00013492882631405015,0.7662555079206474,-0.07418515352713201,nan,0.08797271114599425,1.1425017664158876e-06,0.08573672734939361,0.007191048249133996,478.77018974776695,75,Minimization exited successfully.
1372,zSNII,17,17,16,16,17,0,0.067849,53668.712674919305,6.1663033082641534e-06,4.816035769416566,1.3225808642518087,nan,0.30255563866739976,5.203335278580583e-07,0.39981171476133376,0.062230184271114916,2423.712001363565,62,Minimization exited successfully.
1378,zSNIa,17,19,19,19,19,0,0.124747,53626.46860174003,8.767855530257033e-06,1.0690103084523441,0.5655899988015043,nan,1.0193833951489069,6.419980673405052e-07,0.6993153745439631,0.060584656423837736,104.36736166575217,70,Minimization exited successfully.
1385,zSNIa,17,17,16,16,17,0,0.335346,53625.726753940646,1.0768546815062982e-05,0.5276700128416456,-0.0978794436041198,nan,1.702726590570819,6.840870680165381e-07,0.9952816159887837,0.053764284517009354,59.09845935585065,79,Minimization exited successfully.
1395,zSNIa,17,16,16,16,18,0,0.184968,53622.63304932106,3.1113585673139535e-05,-0.9272697443238872,0.06265481777586586,nan,1.001677278582065,1.1328270045297913e-06,0.5208257756013682,0.03250789342111444,97.67213750741442,61,Minimization exited successfully.
1396,Unknown,18,18,16,17,16,0,0.271554,53617.697912810865,1.6876097660565018e-05,4.353095016669497,0.24277205979022307,nan,0.0024134776431310456,1.0863205407009797e-06,0.986858836130152,0.05004156385289273,187.5980826198232,81,Covariance may not be accurate.
1400,Unknown,17,17,17,17,16,0,0.277262,53617.4612918674,8.827650050618011e-06,0.8514210456278628,0.3611189156349642,nan,9.514051748352358,0.9939813776561819,1.4742864355926348,1.003892106911034,128.89468783271286,80,Covariance may not be accurate.
1403,zSNIa,7,18,17,19,18,0,0.359741,53627.73480468877,8.921092916270303e-06,-0.9081609257012694,0.18487311222170935,nan,1.198628774320241,7.415056967004428e-07,1.1536250943511086,0.08345036166105627,75.77276137765267,75,Minimization exited successfully.
1415,zSNIa,13,17,17,17,16,0,0.210449,53631.84400743495,2.012918196685138e-05,0.8188678853943263,0.20340869893260363,nan,0.4722769704385428,8.244805939184429e-07,0.4982118722338854,0.032636371349590916,79.11321487052506,60,Minimization exited successfully.
1427,Unknown,14,16,17,16,17,0,0.338832,53614.39160874042,9.850843905559263e-06,3.9247079514886156,0.06384272396243387,nan,0.005974018611595966,1.3289959494651877e-06,1.9238795342497215,0.08477037308196772,79.08824508409144,76,Covariance may not be accurate.
1450,Unknown,0,23,21,22,23,0,0.399415,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
1452,Unknown,20,23,23,22,23,0,0.324156,53640.33043493066,4.873620243119472e-06,11.095126514357922,-0.07083446005110199,nan,0.7777383372995246,5.935381687691428e-07,2.5711990748371427,0.03413455512547326,345.8205005699507,107,Minimization exited successfully.
1456,zSNII,22,22,23,24,23,0,0.198268,53633.16377220616,4.611845678633595e-06,5.880509346552696,0.6309506568288303,nan,1.3033451803930802,4.120776248389943e-07,1.1975542825642456,0.06626103851881383,70.77692614335325,87,Minimization exited successfully.
1457,zSNIa,23,24,24,24,24,0,0.359187,53614.044985116096,9.855749806892202e-06,0.36737934395382144,-0.02326424665892446,nan,4.9037580780131975,2.564663165796961e-06,1.2091029082239158,0.11940160766030489,94.30464153206736,115,Minimization exited successfully.
1461,zSNIa,37,39,38,39,38,0,0.33986,53629.17847223279,9.077959415708381e-06,0.1263277245390854,0.054551845420466524,nan,0.6919331445606076,4.3248004059388175e-07,0.6112523979312608,0.03826653423354928,171.8520818547889,187,Minimization exited successfully.
1464,zSNIa,15,20,19,20,18,0,0.288787,53620.87313228987,1.1505185098458e-05,-0.8194888328223041,-0.08123578094667938,nan,0.015236278919473989,7.110270250185332e-07,0.7252670170374143,0.05573873145030575,76.8054833484276,88,Covariance may not be accurate.
1469,Unknown,20,19,20,20,20,0,0.086745,53627.02084116573,7.103265808782767e-06,7.22833479701339,0.5034385439305961,nan,0.0008209231455111876,5.252496127159343e-07,1.107375977997814,0.055009660384378115,234.68330629362288,75,Minimization exited successfully.
1470,zSNII,38,41,40,38,40,0,0.08672,53646.10165431125,6.327773920221993e-06,4.101885907025639,0.9817676524778609,nan,110.65499757817088,3.1418330783025757e-07,0.0016910759509072453,0.003944709610622947,1349.7308787908153,153,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
1472,SNII,25,24,24,25,25,0,0.012942,53649.71157620228,0.00016478019328586648,3.251945707326167,1.0284884138095567,nan,2.5571534933988005e-06,8.229128562107417e-07,0.022363169355442233,0.0034996361996471777,143777.9124451993,94,Minimization exited successfully.
