cid,class,num_points_sdssu,num_points_sdssg,num_points_sdssr,num_points_sdssi,num_points_sdssz,fit_z,z,t0,amplitude,z_err,t0_err,amplitude_err,chi,dof,message
11356,Unknown,0,16,16,16,16,0,0.490131,53686.000558260144,5.322171810233156e-10,nan,1.1818988187260402,5.86276919321065e-11,116.0555605091963,62,Minimization exited successfully.
11360,Unknown,17,18,18,17,18,0,0.135957,53689.50228129242,3.2800414378432353e-09,nan,0.5076563922993955,7.170943930254521e-11,243.85511635246098,86,Minimization exited successfully.
11370,pSNIa,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
11382,Unknown,19,19,19,19,19,0,0.113498,53684.5728064621,8.376031633577645e-10,nan,0.7424198798798898,3.5607963819371123e-11,168.00537759168037,93,Minimization exited successfully.
11404,Unknown,19,19,19,19,19,0,0.195421,53685.025610751545,9.361339249109401e-10,nan,0.7732495396194281,4.66372099812727e-11,141.23138163730817,93,Minimization exited successfully.
11405,Unknown,23,23,23,22,23,0,0.216031,53688.57783678205,3.0551016207670596e-09,nan,0.20474624399503227,7.350793145772355e-11,957.2234464202216,112,Minimization exited successfully.
11411,Unknown,19,20,20,20,20,0,0.214081,53686.44222592803,8.373240786179268e-10,nan,1.1867877789627528,5.0019902273571965e-11,149.12898266546236,97,Minimization exited successfully.
11414,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
11434,Unknown,17,17,17,17,17,0,0.083769,53677.22086478969,9.292417707878656e-10,nan,0.5230105822229234,5.66533590427797e-11,118.49510407969575,83,Minimization exited successfully.
11444,Unknown,25,26,28,28,28,0,0.181919,53676.867765583396,7.249422786086142e-10,nan,0.5476665523856354,4.252584890479764e-11,238.1076507551589,133,Minimization exited successfully.
11452,SNIa,17,17,17,17,17,0,0.299,53684.6203695221,9.706283848142797e-10,nan,0.5528434243824449,3.794250205883401e-11,159.05777852091023,83,Minimization exited successfully.
11467,Unknown,0,18,17,17,18,0,0.395689,53682.88561686309,4.825468207210204e-10,nan,1.9717698282074707,4.381704045462932e-11,60.23027569046304,68,Minimization exited successfully.
11476,pSNII,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
11478,pSNIa,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
11488,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
11492,pSNII,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
11501,Unknown,24,24,24,24,24,0,0.362703,53684.829970428465,7.03391508213428e-10,nan,1.4536231394158676,5.3058361701818114e-11,179.37082556754177,118,Minimization exited successfully.
11503,Unknown,35,35,35,35,35,0,0.212505,53693.36867466764,1.6581694113102296e-09,nan,0.38909881498329923,9.615035057360683e-11,333.12630112897256,173,Minimization exited successfully.
11510,pSNII,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
11515,Unknown,17,17,17,17,17,0,0.253991,53686.82532940444,1.1845268886663665e-09,nan,0.5581524944864213,5.15427721818064e-11,205.50650788113467,83,Minimization exited successfully.
11518,zSNIa,17,17,17,17,17,0,0.212107,53677.01138980275,6.778556881011771e-10,nan,1.9510958792707243,7.499787327909815e-11,147.51873199771973,83,Minimization exited successfully.
11519,pSNII,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
11523,pSNIa,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
11532,zSNII,17,17,17,17,17,0,0.045406,53686.308323860074,7.546423018495635e-09,nan,0.11995480329642305,6.219029934068172e-11,1513.6796576246838,83,Minimization exited successfully.
11539,Unknown,0,48,49,48,48,0,0.583404,53661.379805987715,4.570157148941804e-10,nan,0.6155720694878255,2.9158046600517915e-11,1252.981043734515,191,Minimization exited successfully.
11540,zSNIa,23,24,24,24,24,0,0.216538,53685.214966813095,1.5346454377620281e-09,nan,0.4027347256305802,4.53613094915608e-11,267.6714253083178,117,Minimization exited successfully.
11541,pSNII,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
11543,Unknown,18,18,18,18,18,0,0.133605,53687.59141851368,3.895781230602793e-09,nan,0.39520050369537785,6.739320982449437e-11,324.0727926918085,88,Minimization exited successfully.
11549,zSNII,17,17,17,17,17,0,0.072854,53688.689044836974,1.3593137055499678e-09,nan,0.3332176382027683,4.2929325844339316e-11,221.13561135504108,83,Minimization exited successfully.
11557,SNIa,46,46,47,46,46,0,0.38,53687.48975918186,7.422778132245527e-10,nan,0.7159066307722242,4.826818266843233e-11,328.98643683821507,229,Minimization exited successfully.
11564,pSNIa,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
11568,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
11570,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
11572,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
11574,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
11585,pSNII,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
11589,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
11590,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
11591,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
11607,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
11619,Unknown,18,19,19,19,19,0,0.260834,53686.522180796885,1.064889573685046e-09,nan,0.6721601727185771,4.631338219768182e-11,193.6088127773885,92,Minimization exited successfully.
11624,Unknown,18,18,18,18,18,0,0.190403,53685.10037625337,1.0947796157879343e-09,nan,0.5489165878352651,3.825998062609966e-11,155.7220003375207,88,Minimization exited successfully.
11628,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
11650,SNIa,17,17,17,17,17,0,0.273,53689.113653729626,1.0053751817547482e-09,nan,0.5562834805787134,5.608311233681239e-11,145.36427654570457,83,Minimization exited successfully.
11655,Unknown,17,17,17,17,17,0,0.215968,53688.097752610294,1.816660315759849e-09,nan,0.34190885478165,5.622676219968603e-11,263.74715347695894,83,Minimization exited successfully.
11674,pSNII,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
11687,Unknown,0,23,24,24,24,0,0.448864,53684.33799902625,5.977291686888191e-10,nan,0.9326724980019208,5.235308793732595e-11,145.25514062757432,93,Minimization exited successfully.
11697,Unknown,21,21,21,21,21,0,0.247501,53685.29971122683,8.302004574474761e-10,nan,0.634810794115765,4.350372935649755e-11,156.78612397206535,103,Minimization exited successfully.
11723,pSNIa,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
11730,pSNIa,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
11732,Unknown,0,21,21,21,21,0,0.42,53681.46395610549,4.970294098522671e-10,nan,1.2117582999890146,4.060068528896826e-11,111.7249517357317,82,Minimization exited successfully.
11771,zSNIa,20,20,20,20,20,0,0.257465,53681.4727456154,5.5870403784993e-10,nan,1.1189077694652951,3.2348410402183605e-11,103.53992743188591,98,Minimization exited successfully.
11773,Unknown,37,38,38,38,38,0,0.282791,53687.55434245274,1.9516276466015015e-09,nan,0.24986466841801303,3.86930336736902e-11,1210.3654592602088,187,Minimization exited successfully.
11785,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
11793,Unknown,21,21,21,21,21,0,-7.6e-05,53613.7938129486,1.0863639207614614e-09,nan,0.5730305874312762,4.8239300224947925e-11,651.6943787934492,103,Minimization exited successfully.
11798,Unknown,17,18,18,18,18,0,0.327498,53684.81067882955,9.641816811481138e-10,nan,0.9465055394284718,4.663800688177307e-11,220.69699296745037,87,Minimization exited successfully.
11836,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
11839,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
11850,pSNII,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
11854,zSNII,22,22,22,22,22,0,0.108283,53688.68931617643,1.1090284074539635e-09,nan,0.5460195771520375,6.122094157168219e-11,149.54407267944296,108,Minimization exited successfully.
11855,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
11858,zSNIa,21,21,21,21,21,0,0.291263,53682.80130659502,5.491433929153943e-10,nan,0.8731537348030542,3.8812213272816035e-11,127.44144678227511,103,Minimization exited successfully.
11860,pSNII,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
11864,SNIa,42,43,43,43,43,0,0.303,53684.87113054838,6.215072870659532e-10,nan,0.6895322608397692,3.0656530871498915e-11,279.8670117829457,212,Minimization exited successfully.
11877,Unknown,21,21,21,21,21,0,0.261404,53684.33003897903,7.109021279359101e-10,nan,0.8208544035041996,4.463980270261176e-11,137.96841917498494,103,Minimization exited successfully.
11882,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
11927,zSNIbc,21,21,21,21,21,0,0.194607,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
11947,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
11948,Unknown,21,21,21,21,21,0,0.129707,53686.27724567753,9.096780843020991e-10,nan,0.6081746180752816,4.710729629971919e-11,99.96494332635888,103,Minimization exited successfully.
11965,Unknown,20,20,21,21,20,0,0.265313,53683.33609162177,5.971024461846404e-10,nan,0.8002421748096822,3.745345797881485e-11,121.07546457657794,100,Minimization exited successfully.
11993,Unknown,14,24,25,25,25,0,0.146393,53633.52309127001,2.91544452713652e-10,nan,1.3417953894895618,5.731304620864242e-11,436.9309228499374,111,Minimization exited successfully.
12001,pSNII,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12031,Unknown,19,18,19,19,19,0,0.156891,53688.356338794874,1.4569080438915697e-09,nan,0.4812846926106431,5.7335701166294367e-11,247.1589216662725,92,Minimization exited successfully.
12035,pSNIbc,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12062,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12065,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12076,pSNIa,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12077,pSNII,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12081,pSNIbc,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12082,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12083,Unknown,18,18,18,18,18,0,0.175515,53692.69273825682,3.883937454569271e-09,nan,0.2697405838080158,1.295034484646864e-10,555.0098509349375,88,Minimization exited successfully.
12087,pSNIa,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12091,Unknown,18,19,18,19,19,0,0.106996,53687.56624997066,1.7141097213246456e-09,nan,0.4437072035507299,5.061301123358253e-11,197.39065777343143,91,Minimization exited successfully.
12094,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12110,zSNIa,20,20,20,20,20,0,0.28139,53676.89741045841,6.736531226195958e-10,nan,0.7519260961307737,4.872514081911316e-11,163.39029858461925,98,Minimization exited successfully.
12115,pSNII,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12124,pSNII,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12130,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12131,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12133,pSNIa,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12136,SNIa,19,20,20,19,20,0,0.349943,53688.0043180151,8.308398032887555e-10,nan,1.2470250311889686,6.42128784232829e-11,131.74974011142677,96,Minimization exited successfully.
12166,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12172,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12199,zSNIa,21,21,21,21,21,0,0.310404,53684.32650332419,8.291843864498752e-10,nan,0.7821367175747582,4.701999824645629e-11,194.07919274811397,103,Minimization exited successfully.
12200,Unknown,22,22,22,22,22,0,0.13809,53683.5898529394,8.426266923529173e-10,nan,0.7092543628241401,4.1825928860879654e-11,125.52221208071803,108,Minimization exited successfully.
12203,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12205,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12206,Unknown,19,19,19,19,19,0,0.359815,53683.74928147038,6.013923277982319e-10,nan,1.4291203783541278,4.758042427599561e-11,150.11688962686193,93,Minimization exited successfully.
12213,pSNIa,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12215,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12216,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12223,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12259,Unknown,16,16,16,16,16,0,0.200675,53685.81484244554,7.173285754480311e-10,nan,1.0390015078410215,4.411205029539025e-11,106.95191991243733,78,Minimization exited successfully.
12308,zSNIa,21,21,21,21,21,0,0.279997,53684.129478375464,9.839184367618192e-10,nan,0.8578557769833424,4.7151632521700194e-11,229.90938126517065,103,Minimization exited successfully.
12310,pSNIa,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12323,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12326,Unknown,19,20,21,21,20,0,0.293151,53694.94227614428,2.354673452154603e-09,nan,0.4533590600658499,2.81717113708148e-10,201.4086942514204,99,Minimization exited successfully.
12372,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12380,pSNII,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12433,Unknown,0,21,21,21,21,0,0.220966,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
12441,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12488,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12496,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12510,Unknown,17,18,18,17,18,0,0.1355,53689.53244578385,3.2741348145886077e-09,nan,0.5107723710934806,7.166182801548973e-11,243.88751645325235,86,Minimization exited successfully.
12547,pSNIa,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12619,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12634,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12635,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12688,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12689,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12778,Unknown,23,23,23,23,23,0,0.099304,53962.16953931825,4.780704160218293e-09,nan,0.17022608227853198,5.58626982955456e-11,478.2675832221778,113,Minimization exited successfully.
12779,SNIa,22,22,22,22,22,0,0.079948,53962.05774097712,8.310435863377183e-09,nan,0.10682720424665604,6.281440815325802e-11,668.5109591910885,108,Minimization exited successfully.
12780,SNIa,23,23,23,23,22,0,0.049408,53964.309259910515,1.8572598590988312e-08,nan,0.047314554551121546,7.855659406930915e-11,1127.4810766004248,112,Minimization exited successfully.
12781,SNIa,22,22,22,22,22,0,0.084083,53964.29768630629,8.17650421824282e-09,nan,0.0880583800135355,6.428044218907603e-11,780.5124597960807,108,Minimization exited successfully.
12782,SNII,40,44,44,44,44,0,0.068004,53967.391672068625,1.081664910487149e-08,nan,0.03457239444469451,5.026018770881151e-11,30558.029583451647,214,Minimization exited successfully.
12783,Unknown,20,20,20,20,20,0,0.10376,53963.34276914631,6.147985686003508e-09,nan,0.10392204793242854,6.11294655409978e-11,914.0962619005894,98,Minimization exited successfully.
12788,Unknown,22,22,22,22,22,0,0.06751,53932.785217615216,2.3897018574494337e-08,nan,0.40881776748938137,4.3304384800504165e-10,1207.0555036645844,108,Minimization exited successfully.
12801,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12804,zSNIa,21,22,22,22,22,0,0.133717,53965.640693527566,5.582057498426196e-09,nan,0.12328402063212707,5.817149499046768e-11,1415.4263412781047,107,Minimization exited successfully.
12820,SNII,22,22,22,22,22,0,0.044643,53967.711023574935,2.0052013409124008e-08,nan,0.022788095793657703,6.369782399842286e-11,44709.93887334845,108,Minimization exited successfully.
12821,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12825,Unknown,23,22,23,23,23,0,0.150122,53961.99335107957,3.71084748611898e-09,nan,0.24034794253384462,6.296402912781349e-11,383.4834284121391,112,Minimization exited successfully.
12826,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12827,pSNII,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12828,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12829,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12832,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12833,Unknown,44,44,44,44,44,0,0.119637,53927.57651486018,8.606672683782797e-09,nan,1.4058635559376853,4.0652356453147386e-10,311.5350654611377,218,Minimization exited successfully.
12834,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12835,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12837,pSNII,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12838,Unknown,22,22,22,22,22,0,0.152552,54024.543187169154,-2.8746105209493875e-10,nan,1.2323135544393153,4.8658855115511134e-11,565.4140084829755,108,Minimization exited successfully.
12839,Unknown,0,23,23,23,23,0,0.425394,53979.159099476536,3.9425943296269293e-10,nan,0.8192082679270243,3.4403756530079543e-11,338.1270260145204,90,Minimization exited successfully.
12840,zSNIa,23,23,23,23,23,0,0.339305,53960.76465350092,8.981397582802332e-10,nan,0.8139139870363579,4.8410715019702586e-11,152.36849607971516,113,Minimization exited successfully.
12841,SNIa,22,23,23,23,23,0,0.293488,53962.261136949855,1.1061379481490753e-09,nan,0.5551621786544274,4.613851717017278e-11,197.11959154929136,112,Minimization exited successfully.
12842,SNII,23,23,23,23,23,0,0.0887,53968.43245256474,1.1857737299113779e-08,nan,0.043128470755618764,5.6801146319298013e-11,45705.61110198872,113,Minimization exited successfully.
12843,SNIa,21,22,23,23,23,0,0.167253,53965.29672190414,3.3319798532042076e-09,nan,0.1175773535760527,4.808820041902631e-11,655.4982652983847,110,Minimization exited successfully.
12844,SNIc,22,23,23,23,23,0,0.070498,53974.40706391336,3.417237639974864e-09,nan,0.23183080763556063,4.3269012550236486e-11,1875.4122243948107,112,Minimization exited successfully.
12848,pSNII,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12850,zSNIa,23,23,23,22,23,0,0.305003,53961.75930023418,1.045540393182148e-09,nan,0.573254608836578,4.611382275601309e-11,151.1077965576542,112,Minimization exited successfully.
12851,SNIa,41,42,42,42,42,0,0.245,53961.30408555066,1.2560448710978173e-09,nan,0.4836887268720602,3.9282802118756725e-11,307.81612775896053,207,Minimization exited successfully.
12852,zSNIa,22,22,22,22,22,0,0.264,53965.835545461894,1.1064897704748215e-09,nan,0.364768255425588,4.5125207425541324e-11,244.56082675740183,108,Minimization exited successfully.
12853,SNIa,22,22,22,22,22,0,0.1694,53963.07201987709,3.314006468515535e-09,nan,0.16604889449081384,4.8870483857732104e-11,904.3152891713694,108,Minimization exited successfully.
12854,Unknown,23,23,23,23,23,0,0.0,53926.85617829939,7.982555188175534e-09,nan,2.2706664518264006,6.281206820228746e-10,163.39163700849727,113,Minimization exited successfully.
12855,SNIa,0,21,21,21,21,0,0.172,53981.07818320192,2.0806581335851007e-09,nan,0.20991349084943067,3.087824651317822e-11,556.6550145591411,82,Minimization exited successfully.
12856,SNIa,21,20,21,21,21,0,0.171673,53981.54689457549,3.6104878909292914e-09,nan,0.12909755942746415,3.2221516347393913e-11,3095.169864253492,102,Minimization exited successfully.
12860,SNIa,23,22,23,23,23,0,0.121679,53979.99008336831,3.601459420786705e-09,nan,0.13600789335760055,3.483083690473536e-11,1145.1100466963594,112,Minimization exited successfully.
12864,pSNIa,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12865,pSNII,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12867,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12868,pSNII,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12869,SNIa,45,45,44,45,45,0,0.279533,53983.83362768051,5.064182004560515e-10,nan,174.49272761880638,1.008940123617101,1036.0579413585474,222,Covariance may not be accurate.
12874,Unknown,0,21,21,21,21,0,0.245027,53964.942437364036,2.556203681966009e-09,nan,0.15371627354397788,5.408549701893623e-11,533.4126481955203,82,Minimization exited successfully.
12875,zSNIa,20,20,21,21,21,0,0.264695,53906.759815504774,5.0806538950316594e-09,nan,1.907131704436324,3.711971454712772e-10,234.40635546102266,101,Minimization exited successfully.
12877,Unknown,22,22,22,22,22,0,0.065987,53967.00013959319,2.701019822391925e-09,nan,0.13458702007119427,6.512002045210271e-11,739.6931107110488,108,Minimization exited successfully.
12878,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12879,zSNIa,22,23,23,23,23,0,0.364989,53967.24631139255,8.308557834893106e-10,nan,0.4442474791976565,4.675644941040772e-11,196.71235458080724,112,Minimization exited successfully.
12881,SNIa,23,23,23,23,23,0,0.238109,53964.529657226114,2.124828975399203e-09,nan,0.1695302205371263,4.038640315010641e-11,612.8238053846372,113,Minimization exited successfully.
12882,pSNII,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12883,SNIa,22,22,22,22,22,0,0.307,53962.51039300673,9.925781637484339e-10,nan,0.6624855872250919,4.7707425443172885e-11,150.94500848526684,108,Minimization exited successfully.
12885,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12886,Unknown,23,23,23,23,23,0,0.137217,54017.61298781472,3.002138883694013e-10,nan,194.67711650593628,1.157590296935619e-10,1398.094870002035,113,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
12887,Unknown,26,28,27,29,26,0,0.133584,53964.77250853477,1.4751671373725343e-09,nan,0.3366429029374558,4.237619676114202e-11,340.2881979381799,134,Minimization exited successfully.
12888,Unknown,44,45,45,45,45,0,0.201101,53961.772140625835,2.317942729644637e-09,nan,0.26127507505589165,3.9745500963320026e-11,340.33124943736544,222,Minimization exited successfully.
12889,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
12890,Unknown,22,22,22,22,22,0,0.222356,53961.67626097092,2.274865520776852e-09,nan,0.3036729694613314,5.1825962586862516e-11,189.26964211616888,108,Minimization exited successfully.
12891,Unknown,22,22,22,22,22,0,0.242515,53962.73163731807,1.6952768532705396e-09,nan,0.47581092212931253,5.1452771115394633e-11,540.096557284736,108,Minimization exited successfully.
12892,zSNII,23,23,23,23,23,0,0.133448,53966.39568613141,1.4941792259497908e-09,nan,0.2551361401856411,4.555223865941123e-11,715.6337696285509,113,Minimization exited successfully.
12895,zSNII,0,21,21,21,14,0,0.1277,53983.46689522535,3.3550163640521525e-09,nan,0.22526682460011216,4.04496459220991e-11,2071.406672873901,75,Minimization exited successfully.
