cid,num_points_desg,num_points_desr,num_points_desi,num_points_desz,num_points_desy,z,t0,x0,x1,c,z_err,t0_err,x0_err,x1_err,c_err,chi,dof,message
1317277,13,12,13,14,0,0.2371,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1317286,13,14,13,14,0,0.279,nan,nan,nan,nan,0.01,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1317454,9,10,10,10,0,0.5688,nan,nan,nan,nan,0.01,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1317666,10,12,12,13,0,0.1414,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1319366,13,17,17,18,0,0.2361,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1319821,13,10,13,13,0,0.3088,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1320166,10,10,10,9,0,0.449,nan,nan,nan,nan,0.01,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1322229,7,8,7,7,0,0.5261,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1322979,7,9,9,10,0,0.5294,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1324542,10,9,9,10,0,0.5415,nan,nan,nan,nan,0.0005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1325358,7,10,8,7,0,0.7793,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1327978,12,10,13,19,0,0.2073,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1328066,18,21,20,22,0,0.4489,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1328105,19,21,21,23,0,0.4402,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1329166,19,21,14,17,0,0.7316,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1329196,20,21,21,20,0,0.7693,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1329312,13,15,16,15,0,0.3444,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1329615,16,17,17,16,0,0.4039,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1330031,13,13,13,27,0,0.1041,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1330426,16,16,17,17,0,0.2595,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1330642,16,18,17,17,0,0.6339,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1330903,18,20,20,21,0,0.5638,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1331123,15,17,17,17,0,0.2291,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1331993,17,17,16,14,0,0.7196,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1332059,17,17,18,19,0,0.5788,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1332413,17,18,17,17,0,0.6087,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1333246,10,16,14,16,0,0.4379,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1333438,13,15,16,9,0,0.3995,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1334084,6,8,11,12,0,0.1335,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1334087,8,4,3,12,0,0.2663,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1334302,14,14,17,19,0,0.4549,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1334423,14,14,14,14,0,0.3577,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1334448,16,16,16,16,0,0.5167,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1334470,15,15,15,15,0,0.5188,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1334597,13,12,12,11,0,0.289,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1334620,14,15,14,15,0,0.1961,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1334644,14,15,13,14,0,0.2881,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1334645,14,12,14,14,0,0.2312,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1334707,16,16,15,16,0,0.6488,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1334879,14,14,16,17,0,0.6393,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1335472,15,15,14,15,0,0.4989,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1335564,15,16,15,14,0,0.6077,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1335694,6,11,8,12,0,0.2591,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1335717,13,13,12,13,0,0.3048,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1335718,15,15,14,15,0,0.6993,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1335868,16,17,17,16,0,0.6194,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1336008,13,13,11,13,0,0.438,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1336009,13,13,12,13,0,0.3416,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1336453,9,9,10,10,0,0.1848,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1336480,8,7,10,11,0,0.256,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1336687,11,12,11,11,0,0.2337,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1337117,12,12,11,12,0,0.5539,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1337221,12,14,14,14,0,0.6688,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1337228,12,14,14,14,0,0.5788,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1337272,12,12,12,12,0,0.5027,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1337325,12,12,12,12,0,0.6387,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1337649,9,9,9,9,0,0.2491,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1337655,11,10,11,10,0,0.8485,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1337687,12,12,12,11,0,0.3195,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1337703,14,15,15,14,0,0.5334,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1337838,10,11,10,11,0,0.3119,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1338128,9,11,11,11,0,0.3117,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1338170,9,11,11,11,0,0.389,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1338233,13,13,13,13,0,0.598,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1338266,20,20,19,21,0,0.6476,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1338278,10,10,10,10,0,0.5639,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1338387,11,10,10,10,0,0.5838,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1338430,10,9,9,9,0,0.5089,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1338471,12,11,11,12,0,0.5309,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1338675,9,8,9,8,0,0.3306,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1339002,8,9,9,10,0,0.3025,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1339149,8,10,9,9,0,0.4678,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1339392,4,6,7,12,0,0.1804,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1339450,12,13,13,13,0,0.5505,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1340454,11,11,11,10,0,0.421,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1341370,8,8,8,8,0,0.409,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1341894,7,7,7,7,0,0.3121,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1342255,7,6,6,6,0,0.2141,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1343208,10,10,6,10,0,0.4993,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1343337,7,8,8,8,0,0.3389,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1343401,6,6,6,6,0,0.3829,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1343533,7,8,8,8,0,0.368,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1343759,9,8,7,8,0,0.508,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1343871,7,7,7,7,0,0.6379,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1344692,7,7,7,7,0,0.3795,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1345553,6,6,6,6,0,0.3189,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1345582,7,7,7,7,0,0.4588,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1345594,6,5,6,6,0,0.4224,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1346137,7,7,7,7,0,0.3635,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1346387,8,7,6,7,0,0.3445,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1346956,5,5,5,5,0,0.3335,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
