obj_id,z,z_err,num_points_desu,num_points_desg,t0,amplitude,t0_err,amplitude_err,chi,dof,message
des_01334302.dat,0.4549,0.005,0,0,57313.12650610035,3.532353319158032e-11,1.1042084447217348,2.1296954523739327e-12,15.722433622224285,13,Minimization exited successfully.
des_01334423.dat,0.3577,0.001,0,0,57316.37633235688,7.109478036178467e-11,0.2683952086408681,1.7846866867138806e-12,221.29988384189264,22,Minimization exited successfully.
des_01334448.dat,0.5167,0.005,0,0,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
des_01334470.dat,0.5188,0.005,0,0,57312.55328914213,3.552683091509506e-11,0.9166019585718459,1.7955021816301137e-12,31.16465536035006,11,Minimization exited successfully.
des_01334597.dat,0.289,0.005,0,0,57325.053286232534,7.184456780170182e-11,0.13200633836822817,7.243471872940945e-13,2565.567764548233,8,Minimization exited successfully.
des_01334620.dat,0.1961,0.001,0,0,57318.12378442303,1.9860545508050558e-10,0.3120392985692888,5.490184469404768e-12,66.46126277403297,11,Minimization exited successfully.
des_01334644.dat,0.2881,0.001,0,0,57315.897298808915,1.2819582387890234e-10,0.43711573941618553,3.587236380890608e-12,33.49283865539475,11,Minimization exited successfully.
des_01334645.dat,0.2312,0.001,0,0,57318.100251347794,2.2762687139341018e-10,0.16897752757722628,3.507224146385899e-12,146.6590307923139,9,Minimization exited successfully.
des_01334707.dat,0.6488,0.001,0,0,57315.89438484687,1.4910450382971355e-11,0.2823617062131234,2.7274255500008094e-13,245.35978209472574,26,Minimization exited successfully.
des_01334879.dat,0.6393,0.005,0,0,57314.02472930478,1.0384754604335508e-11,0.40592872740671737,2.7075609651674387e-13,76.54013478014717,12,Minimization exited successfully.
des_01335472.dat,0.4989,0.005,0,0,57322.43690073173,3.3548420868896134e-11,0.736120121939166,1.5904194030866643e-12,43.18144437257139,10,Minimization exited successfully.
des_01335564.dat,0.6077,0.005,0,0,57321.51201202545,2.5347599410287747e-11,1.357399596432515,1.8559276808722816e-12,22.650245692033174,11,Minimization exited successfully.
des_01335694.dat,0.2591,0.005,0,0,57330.759329818204,2.4303742040270446e-10,0.12378016130242031,2.79184518437877e-12,627.3665587333605,7,Minimization exited successfully.
des_01335717.dat,0.3048,0.001,0,0,57330.49395384586,3.897494193649384e-11,0.09976159774305415,3.8722881269493657e-13,497.12314556094424,9,Minimization exited successfully.
des_01335718.dat,0.6993,0.005,0,0,57327.37977754068,1.3548697133252745e-11,0.2578777553717373,2.4221270245220997e-13,290.70947164535966,24,Minimization exited successfully.
des_01335868.dat,0.6194,0.005,0,0,57323.59724424358,2.6383570387402372e-11,1.2047332036199805,1.744228686040767e-12,39.1780119405396,13,Minimization exited successfully.
des_01336008.dat,0.438,0.005,0,0,57326.768039196904,7.401663457673523e-11,0.3004703178012278,1.7046103841365295e-12,371.1056095228787,18,Minimization exited successfully.
des_01336009.dat,0.3416,0.005,0,0,57325.52374329725,5.304358145351604e-11,0.37234212988914805,1.4253262620399743e-12,166.20755219995323,19,Minimization exited successfully.
des_01336453.dat,0.1848,0.001,0,0,57336.79681401325,4.445260883807659e-10,0.1302447111265792,5.911573288334652e-12,526.1497604867735,5,Minimization exited successfully.
des_01336480.dat,0.256,0.001,0,0,57334.685689423895,1.5501468628859362e-10,0.4393634298721736,4.425943723273992e-12,28.332784337984684,3,Minimization exited successfully.
